Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Record_No,Status,Expiration_Date,DBA,Owner / Community_Name,Location_Address,Mailing_Address,County,Community_Phone,Total_#_Sites,Issued_Date,Operator_Name,Operator_Phone,Operator_email,latitude,longitude,House district,Senate district
92,92,92,1200720,Expired,2024-10-01,WENONA BEACH ESTATES,,"4444 NATIONAL AVENUE, BAY CITY, MI 48706","1607 E BIG BEAVER RD STE 210, TROY, MI 48083",BAY,2489288100,182,07/13/1979,W BRUCE KNIGHT,2486443090,WBRUCEKNIGHT@GMAIL.COM,43.6538714,-83.87447,,
93,93,93,1200732,Expired,2024-10-01,EVART TRAILER COURT,,"201 FAIR, EVART, MI 49631","8181 15 MILE RD, EVART, MI 49631",OSCEOLA,No Phone,20,07/24/1979,FRANCISCO J CATALDO,2317343036,,43.8992999,-85.2733244,,
94,94,94,1200739,Expired,2024-10-01,,,"5656 TRAILER PARK DR, JACKSON MI 49202","5800 LITTLE PINE LN, ROCHESTER, MI 48306",JACKSON,517-740-2667,63,07/24/1979,VALERIE ANNE SERIO,586-822-8223,financial@damageana.com,42.2790902,-84.3154457,,
95,95,95,1200749,Expired,2024-10-01,TALLGRASS ESTATES,,"260 EAST GARFIELD AVENUE, COLDWATER, MI 49036","5601 S BROADWAY STE 200, LITTLETON, CO 80121",BRANCH,No Phone,239,07/27/1979,MATTHEW STROHM,7204070210,COMPLIANCE@FARRELL-ROEH.COM,41.9266051,-84.9947853,,
96,96,96,1200756,Expired,2024-10-01,HAMLIN MHC,,"5325 VAN ORDEN ROAD, WEBBERVILLE, MI 48892","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",INGHAM,5175213878,230,07/30/1979,BRUCE THELEN,2482082500,LICNESING@SUNCOMMUNITIES.COM,42.6365077,-84.1550659,,
97,97,97,1200759,Expired,2024-10-01,BROADVIEW ESTATES,,"4250 NORTH STATE, DAVISON, MI 48423","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",GENESEE,8106587272,104,10/11/1979,BRUCE THELEN,2482082500,licensing@sunsommunities.com,43.0697702,-83.5136841,,
98,98,98,1200773,Expired,2024-10-01,TAMARAC VILLAGE,,"2875 NORTH LAKESHORE DRIVE, LUDINGTON, MI 49431","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",MASON,No Phone,349,08/24/1979,BRUCE THELEN,2482082500,licensing@suncommunities.com,44.0086242,-86.4584858,,
99,99,99,1200783,Expired,2024-10-01,,,"825 EAST 88TH STREET, NEWAYGO, MI 49337","825 E 88TH ST, NEWAYGO, MI 49337",NEWAYGO,2316526541,65,08/24/1979,JEAN SPRECKSELL,2318389327,,43.3954807,-85.7810785,,
100,100,100,1200786,Expired,2024-10-01,,,"3286 WOLF LAKE DRIVE, BALDWIN, MI 49304","7510 HALLRIDGE RD, BELDING, MI 48809",LAKE,6162406446,31,08/24/1979,MARK BETTERIDGE,6162406446,,44.0124503,-85.8482937,,
101,101,101,1200804,Expired,2024-10-01,CEDAR SPRINGS MOBILE ESTATES,,"400 SUSAN STREET, CEDAR SPRINGS, MI 49319","27883 INDEPENDENCE-APT 103-G, FARMINGTON HILLS, MI 48336",KENT,2486158920,216,08/29/1979,SUSAN G BECKER,2486158920,,43.2308822,-85.5482963,,
102,102,102,1200809,Expired,2024-10-01,WESTPOINT MANOR,,"41021 OLD MICHIGAN AVENUE, CANTON, MI 48188","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",WAYNE,7343970400,270,09/06/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.2760048,-83.4434913,,
103,103,103,1200829,Expired,2024-10-01,,,"7298 HURBERT RD., HUBBARD LAKE, MI 49747","11338 BARTZ RD, HUBBARD LAKE, MI 49747",ALPENA,9898843888,10,09/21/1979,RONALD L LISKE,9898843888,,44.8595656,-83.5952386,,
104,104,104,1200830,Expired,2024-10-01,OSSINEKE VILLAGE COURT,,"BLOCK 1, OSSINEKE, MI 49766","11338 BARTZ RD, HUBBARD LAKE, MI 49747",ALPENA,9898843888,12,09/21/1979,RONALD LISKE,9898843888,,44.9022343,-83.4424736,,
105,105,105,1200832,Expired,2024-10-01,HIGGINS LAKE HIDE-A-WAY MOBILE HOME PARK,,"6059 WEST HIGGINS LAKE DRIVE, HIGGINS LAKE, MI 48627","5609 E 34 RD, CADILLAC, MI 49601",ROSCOMMON,No Phone,25,09/21/1979,EDWARDINE ELLIXSON,9898216923,,44.4610527,-84.7473713,,
106,106,106,1200844,Expired,2024-10-01,,,"6103 LAKESHORE #36, LEXINGTON, MI 48450","6103 LAKESHORE, LEXINGTON, MI 48450",SANILAC,8103597001,90,10/11/1979,ALLEN WILSON,8103597001,awilson36@att.net,43.24781400000001,-82.538423,,
107,107,107,1200854,Expired,2024-10-01,SLATERS MOBILE HOME PARK,,"732 JORDAN LAKE AVE, LAKE ODESSA, MI 48849","610 4 MILE RD, COMSTOCK PARK, MI 49321",IONIA,No Phone,20,10/11/1979,LUKE VANDENBERG,616-279-6812,VANDENBERG.LUKE@GMAIL.COM,42.7783645,-85.1330065,,
108,108,108,1200865,Expired,2024-10-01,,,"2832 S. GLADWIN ROAD, PRUDENVILLE, MI 48651","PO BOX 289, PRUDENVILLE, MI 48651",ROSCOMMON,5173665069,59,10/12/1979,CAROL A ASHER,5173665069,,44.2938232,-84.6519417,,
109,109,109,1200870,Expired,2024-10-01,LAKESHORE VILLAGE MOBILE HOME PARK,,"4061 LAKE SHORE DRIVE, GLADWIN, MI 48624","4061 LAKESHORE DR, GLADWIN, MI 48624",GLADWIN,8106874026,47,10/12/1979,CURTIS RIVARD,8102664846,,44.083056,-84.317296,,
110,110,110,1200872,Expired,2024-10-01,LAKEFRONT ESTATES,,"385 W BROWN STREET, BEAVERTON, MI 48612","12900 HALL RD STE 322, STERLING HEIGHTS,, MI 48322",GLADWIN,No Phone,68,10/12/1979,STACY O BUSS,5863545044,stacybuss@thebussgroup.com,43.880663,-84.5016,,
111,111,111,1200880,Expired,2024-10-01,,,"18891 U.S. 12 WEST, NEW BUFFALO, MI 49117","18891 US 12 W, NEW BUFFALO, MI 49117",BERRIEN,2694690222,27,10/12/1979,JUDY BURIAN,2694690222,,41.7760147,-86.7759154,,
112,112,112,1200882,Expired,2024-10-01,MOBILE MANOR TRAILER PARK,,"600 SUMPTER ROAD, BELLEVILLE, MI 48111","10042 DEERPATH, TRAVERSE CITY, MI 49684",WAYNE,2319222567,97,10/12/1979,PHIL RUSINOWSKI,2319222567,,42.1973278,-83.4852268,,
113,113,113,1200890,Expired,2024-10-01,TOWN & COUNTRY MOBILE HOME PARK,,"2653 VANYEA ROAD, CHEBOYGAN, MI 49721","BOX 728, MACKINAW CITY, MI 49701",CHEBOYGAN,2314206999,39,10/12/1979,VINCE E ROGALA,2314206999,us23office@gmail.com,45.6263379,-84.440613,,
114,114,114,1200899,Expired,2024-10-01,HARRISON ESTATES,,"2600 MOSTETLER ROAD, HARRISON, MI 48625","1613 LOEBRICH DR, GLADWIN, MI 48624",CLARE,9893454511,50,10/11/1979,GEORGE BERGEVIN,9893454511,,44.009485,-84.795737,,
115,115,115,1200902,Expired,2024-10-01,,,"10600 S CLARE AVE, CLARE MI 48617","10652 S CLARE AVE, CLARE, MI 48617",CLARE,9893862425,14,10/12/1979,JOHN DILLON,9893862425,,43.8332233,-84.76845,,
116,116,116,1200905,Expired,2024-10-01,,,"6100 BEAUNE RD., LUDINGTON, MI 49431","1419 S 72ND AVE, SHELBY, MI 49455",MASON,2318438386,32,10/12/1979,STEVEN J HEYKOOP,231-907-0603,steve@lamanslanding.com,44.0659337,-86.407886,,
117,117,117,1200913,Expired,2024-10-01,SOUTHWOOD VILLAGE,,"440 60TH ST SE, GRAND RAPIDS MI 49548","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",KENT,No Phone,394,10/12/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.8514881,-85.6531206,,
118,118,118,1200980,Expired,2024-10-01,,,"705 STATE ST, EAST JORDAN, MI 49727","72 TAMARACK DR, EAST JORDAN, MI 49727",CHARLEVOIX,2315360370,70,10/28/1980,ROSE H HINES,2315360370,,45.1508335,-85.1129287,,
119,119,119,1200981,Expired,2024-10-01,SHADY REST MHP,,"3618 EAST SHOD, BAY CITY, MI 48706","1410 S CLINTON ST, CHICAGO, IL 60607",BAY,No Phone,129,11/06/1980,STEVEN DUKATT,7732272160,awgreen1410@sbcglobal.net,43.6423484,-83.9079793,,
120,120,120,1200992,Expired,2024-10-01,MARBLE LAKE RESORT & MARINA,,"960 WILDWOOD ROAD, QUINCY, MI 49082","PO BOX 155, QUINCY, MI 49082",BRANCH,5176394604,29,09/10/1981,MARILYN OSTRANDER,5176394604,ostrandermarilyn@yahoo.com,41.9116766,-84.8842419,,
121,121,121,1201008,Expired,2024-10-01,PEBBLE CREEK MHP,,"1150 ROGER CT, REESE MI 48757","1410 S CLINTON ST, CHICAGO, IL 60607",TUSCOLA,No Phone,101,03/13/1979,STEVEN DUKATT,7732272160,awgreen1410@sbcglobal.net,43.47539099999999,-83.6387763,,
122,122,122,1201025,Expired,2024-10-01,,,"7875 GARLOCK RD, CARSON CITY, MI 48811","2819 SOUTH SHORE DR, CRYSTAL, MI 48818",MONTCALM,5177194800,14,11/13/1984,RONALD G RAY,5177194800,RRAY436@YAHOO.COM,43.1791168,-84.860011,,
123,123,123,1201036,Expired,2024-10-01,,,"5690 HARRIS ROAD, JEDDO, MI 48032","5690 HARRIS RD - LOT 16A, JEDDO, MI 48032",ST CLAIR,No Phone,48,04/07/1986,VIRGINIA M CAMPBELL,8103272003,,43.1408838,-82.5693125,,
124,124,124,1201037,Expired,2024-10-01,NORTHFIELD ESTATES,,"855 W EIGHT MILE RD, WHITMORE LAKE, MI 48189","2015 SPRING RD STE 600, OAK BROOK, IL 60523",WASHTENAW,7344498555,648,06/02/1986,SHERRY SAXON,7344498555,SHERRY-SAXON@CONTINENTALCOMMUNITIES.COM,42.4250804,-83.776157,,
125,125,125,1201053,Expired,2024-10-01,HOLIDAY WEST VILLAGE,,"3611 BUTTERNUT DRIVE, HOLLAND, MI 49423","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",OTTAWA,No Phone,341,09/10/1987,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES,42.8281982,-86.148153,,
126,126,126,1201064,Expired,2024-10-01,ACADEMY POINT,,"41021 OLD MICHIGAN AVE., CANTON, MI 48188","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",WAYNE,2482082500,171,02/09/1988,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.2760048,-83.4434913,,
127,127,127,1201077,Expired,2024-10-01,OAK BROOK ESTATES,,"7200 LOVERS LANE, PORTAGE, MI 49081","8675 S 10TH ST, KALAMAZOO, MI 49009",KALAMAZOO,2693729441,129,11/02/1998,KAREN MASTENBROOK,2693729441,,42.2117624,-85.5750558,,
128,128,128,1201079,Expired,2024-10-01,,,"851 WILLOW ST, FOWLERVILLE, MI 48836","2265 LIVERNOIS STE 500, TROY, MI 48083",LIVINGSTON,2483624150,151,11/18/1988,KAMAL SHOUHAYIB,2483624150,,42.6506436,-84.0781804,,
129,129,129,1201094,Expired,2024-10-01,,,"2451 M-113 EAST, KINGSLEY MI 49649","PO BOX 452, KINGSLEY, MI 49649",GRAND TRAVERSE,6162637929,193,10/31/1989,GARY A SHERWIN,6162637929,gsherwin@yahoo.com,44.5848944,-85.5274422,,
130,130,130,1201142,Expired,2024-10-01,LOGAN ESTATES,,"8697 RILEY STREET, ZEELAND, MI 49464","8697 RILEY ST, ZEELAND, MI 49464",OTTAWA,616-546-9200,378,12/01/1993,DAN DYKGRAAF,6167488470,,42.8292751,-85.9955719,,
131,131,131,1201152,Expired,2024-10-01,,,"9645 MEADOWLARK CR, FREELAND, MI 48623","9645 MEADOWLARK CR, FREELAND, MI 48623",SAGINAW,No Phone,179,01/11/1995,DAVID REID,9896956600,falconviewestates@yahoo.com,43.5255914,-84.1031557,,
132,132,132,1201155,Expired,2024-10-01,,,"401 MARKET STREET, FREMONT, MI 49412","104 S STEWART ST, FREMONT, MI 49412",NEWAYGO,No Phone,134,06/22/1995,DAVID J LANDHEER,2319243131,rustic7124@gmail.com,43.4725589,-85.969012,,
133,133,133,1201160,Expired,2024-10-01,WINDHAM HILLS,,"4020 COUNTY FARM ROAD, BLACKMAN TOWNSHIP, MI 49201","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",JACKSON,5177968888,469,11/21/1995,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.2805225,-84.4764329,,
134,134,134,1201170,Expired,2024-10-01,,,"10406 PIERCE ROAD, STANWOOD MI 49346","31550 NORTHWESTERN HWY., STE. 220, FARMINGTON HILLS, MI 48334",MECOSTA,2488650066,80,09/06/1996,DAVID CORNELL,2488650066,msrecompliance@mshapirorealestate.com,43.5767221,-85.4680085,,
135,135,135,1201179,Expired,2024-10-01,CEDARFIELD COMMUNITY,,"3592  17 MILE ROAD, CEDAR SPRINGS, MI 49501","810 LEONARD ST NE, GRAND RAPIDS, MI 49503",KENT,6164544098,197,05/07/1997,JAMES SILER,6164544098,,43.2110293,-85.5770584,,
136,136,136,1201181,Expired,2024-10-01,,,"33151 FORT RD, ROCKWOOD, MI 48173","26600 TELEGRAPH RD STE 200, Southfield, MI 48033",WAYNE,No Phone,96,10/14/1997,MATTHEW B LESTER,2486832500,M.LESTER@PRINMGMT.COM,42.0649458,-83.2485816,,
137,137,137,1201197,Expired,2024-10-01,WOODCREEK OF TRAVERSE CITY,,"501 WOODCREEK BLVD., TRAVERSE CITY, MI 49686","501 WOODCREEK BLVD, TRAVERSE CITY, MI 49686",GRAND TRAVERSE,2319334800,224,10/30/1998,RICHARD C HERMANN,2319334800,LYNDSAY@WOODCREEKLIVINGTC.COM,44.7319822,-85.5656675,,
138,138,138,1201200,Expired,2024-10-01,MARSHALLS CROSSING,,"12050 TRIDENT BLVD., MONTROSE, MI 48457","3400 E LAFAYETTE, DETROIT, MI 48207",GENESEE,3135677000,195,12/14/1998,BRYANT M FRANK,3135677000,,43.1787397,-83.8413042,,
139,139,139,1201208,Expired,2024-10-01,MINNESOTA LAKE,,"1219 MINNESOTA ROAD, PORT HURON, MI 48060","1219 MINNESOTA RD, PORT HURON, MI 48060",ST CLAIR,8103889240,161,08/23/1999,DAVID H BODDY,8103889240,MINNESOTALAKE@YAHOO.COM,42.9428002,-82.4919994,,
140,140,140,1201223,Expired,2024-10-01,BOULDER RIDGE OF ALLENDALE,,"4730 PINEGREE STREET, ALLENDALE, MI 49401","4730 PINEGREE ST, ALLENDALE, MI 49401",OTTAWA,No Phone,196,04/03/2000,BOB BERGHORST,6165501745,BOB@CIGFINANCE.NET,42.9824422,-85.8987023,,
141,141,141,1201234,Expired,2024-10-01,,,"M-81, CARO, MI 48723","1800 Rails End Blvd, CARO, MI 48723",TUSCOLA,9896737014,14,12/21/2000,CHARLES CURTIS,9896702232,,43.4884955,-83.3970469,,
142,142,142,1201243,Expired,2024-10-01,BIRCH GROVE MANUFACTURED HOME SUBDIVISION,,"913 QUINCY ST, HANCOCK, MI 49930","400 ELEVATION ST, HANCOCK, MI 49930",HOUGHTON,9064826305,31,07/25/2001,MICHAEL A LAHTI,9064826305,,47.1272157,-88.5951574,,
143,143,143,1201249,Expired,2024-10-01,BIRCHWOOD FARMS MHC,,"8057 BIRCHWOOD DRIVE, BIRCH RUN, MI 48415","8057 BIRCHWOOD DR, BIRCH RUN, MI 48415",SAGINAW,9896241051,143,12/03/2001,SHIRLEY KLINERT,7655069779,BIRCHWOOD.FARMS@YAHOO.COM,43.24132549999999,-83.7932085,,
144,144,144,1201268,Expired,2024-10-01,WATERS EDGE MANUFACTURED HOME COMMUNITY,,"15709 WATERS EDGE, MANITOU BEACH, MI 49253","2985 GADY ROAD, ADRIAN, MI 49221",LENAWEE,No Phone,72,05/15/2002,WILLIAM NICHOLSON,8589977823,JBESCOTT87@GMAIL.COM,42.0006703,-84.2978365,,
145,145,145,1201272,Expired,2024-10-01,WHISPERING WOODS MHC,,"4263 BISSIONETTE RD., OSCODA, MI 48750","PO BOX 233, OSCODA, MI 48750",IOSCO,No Phone,34,07/27/2002,DEBRA JOHNSON,2485639481,hen97@aol.com,44.439577,-83.349196,,
146,146,146,1201275,Expired,2024-10-01,,,"2721 SOUTH DR, HALE, MI 48739","2180 DRIFTWOOD DR, STANDISH, MI 48658",IOSCO,9897282820,30,07/19/2002,STEVEN B PROGLER,9898460999,,44.3829758,-83.794245,,
147,147,147,1201289,Expired,2024-10-01,MYRTLE GROVE MOBILE HOME PARK OF FLINT,,"3073 W. DAYTON, FLINT, MI 48504","2430 VANDERBILT BEACH RD. #108-278, NAPLES, FL 34109",GENESEE,No Phone,99,01/17/2003,ANDREA RAMIREZ,2398257632,,43.038145,-83.7361523,,
148,148,148,1201301,Expired,2024-10-01,PORT OF CALL,,"4125 DOVE ROAD, PORT HURON, MI 48060","1219 MINNESOTA RD, PORT HURON, MI 48040",ST CLAIR,No Phone,146,09/08/2003,DAVID H BODDY,8103889240,,42.9484976,-82.4899068,,
149,149,149,1201304,Expired,2024-10-01,VALLEY MEADOW VILLAGE,,"G-4152 CORUNNA RD., FLINT, MI 48532","G-4152 CORUNNA RD, FLINT, MI 48532",GENESEE,No Phone,84,12/12/2003,MICHAEL JOUBRAN,8107203333,mjoubran@joubran.net,43.0015273,-83.8022169,,
150,150,150,1201311,Expired,2024-10-01,SCHMID FARM ESTATES,,"5540 N. STATE, ORLEANS, MI 48865","5590 N STATE LOT 2, ORLEANS, MI 48865",IONIA,No Phone,14,12/09/2004,FREDERICK W SCHMID JR,6167551753,,43.068847,-85.0745422,,
151,151,151,1201312,Expired,2024-10-01,,,"4850 S. HURON, STANDISH, MI 48658","4850 S HURON, STANDISH, MI 48658",ARENAC,9898460417,3,08/23/2005,LEONARD E GOODMAN,9898460417,,43.9432833,-83.9668217,,
152,152,152,1201315,Expired,2024-10-01,,,"1723 CRANBERRY LAKE CIRCLE, SAGINAW, MI 48609","PO BOX 185, ST CHARLES, MI 48655",SAGINAW,9898659902,43,08/15/2006,MARTIN J SZEPANSKI,9897811505,ericconstructiondude@yahoo.com,43.39818229999999,-84.0701355,,
153,153,153,1201358,Expired,2024-10-01,,,"3333 RAVENSWOOD, MARYSVILLE MI 48040","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237",ST CLAIR,No Phone,232,12/14/2015,JOSH SONNE,3034837300,businesslicensing@yescommunities.com,42.9330637,-82.4647054,,
154,154,154,1201364,Expired,2024-10-01,,,"6458 S DIXIE HWY, ERIE MI 48133","5841 W MICHIGAN AVE, YPSILANTI, MI 48197",MONROE,No Phone,20,12/22/2015,YIANNIS CHRISTODOULOU,7342057149,ohakia@yahoo.com,41.7368792,-83.5277612,,
155,155,155,1201365,Expired,2024-10-01,EAGLE POINTE CREEK,,"4385 S ELM ROAD, SWARTZ CREEK MI 48473","12900 HALL ROAD STE. 322, STERLING HEIGHTS, MI 48313",GENESEE,No Phone,180,12/22/2015,STACY O BUSS,5863545044,stacybuss@thebussgroup.com,42.9616226,-83.8098207,,
156,156,156,1201370,Expired,2024-10-01,,,"3527 HOYT STREET, MUSKEGON HEIGHTS MI 48444","827 E. NORTH AVE., GLENDALE HEIGHTS, IL 60139",MUSKEGON,2317339816,73,01/28/2016,RICHARD D COOPER,7738149669,doug@advocateconstruction.com,43.1880588,-86.2422411,,
157,157,157,1201399,Expired,2024-10-01,POTTER MOBILE HOME PARK,,"4470 9TH ST, ECORSE MI 48229","20 SHALLOW BROOK RD, MORGANVILLE, NJ 07751",WAYNE,8045506892,42,03/28/2016,PRABIN DUTTA,8045506892,pdutta@cosmonetllc.com,42.2440478,-83.1586083,,
158,158,158,1201400,Expired,2024-10-01,PELHAM MOBILE HOME PARK,,"4128 PELHAM ST, DEARBORN HEIGHTS MI 48125","20 SHALLOW BROOK RD, MORGANVILLE, NJ 07751",WAYNE,8045506892,67,03/29/2016,PRABIN DUTTA,8045506892,pdutta@cosmonetllc.com,42.28059469999999,-83.2326242,,
159,159,159,1201407,Expired,2024-10-01,,,"7769 KIMBERLY DRIVE, NEWPORT MI 48166","27777 FRANKLIN RD., STE 300, SOUTHFIELD, MI 48034",MONROE,7345863030,388,05/17/2016,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,41.9912824,-83.3689217,,
160,160,160,1201422,Expired,2024-10-01,,,"600 W 5TH STREET, CLARE MI 48617","PO BOX 1526, NOVI, MI 48376",CLARE,9893869417,57,08/18/2016,JOSEPH DEWHIRST,2484445020,pleasantvalleyest@gmail.com,43.8224327,-84.7817081,,
161,161,161,1201427,Expired,2024-10-01,MEADOWS MOBILE HOME PARK,,"411 S GROVER, ALMA MI 48801","PO BOX 457, CEDAREDGE, CO 81413",GRATIOT,9894635187,93,09/29/2016,DAVID H REYNOLDS,9706286525,cassie@rvhmanagement.com,43.3695771,-84.6412826,,
162,162,162,1201437,Expired,2024-10-01,,,"2889 SANDPIPER STREET, ROCHESTER HILLS MI 48039","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237",OAKLAND,2487783198,616,12/05/2016,JOSH SONNE,248-778-3200,legal@yescommunities.com,42.6381365,-83.1849963,,
163,163,163,1201442,Expired,2024-10-01,LAKE PONEMAH MOBILE HOME PARK,,"14214 EASTVIEW DRIVE, FENTON MI 48430","11470 HERRINGTON RD, BYRON, MI 48418",GENESEE,8108770263,61,12/15/2016,LORETA VAUGHN,8108770263,lcerezo1211@sbcglobal.net,42.81981140000001,-83.734098,,
164,164,164,1201463,Expired,2024-10-01,,,",","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237",KALAMAZOO,2487783198,181,03/15/2017,JOSH SONNE,2487783200,legal@tescommunities.com,42.38054456457164,-85.67561426296903,,
165,165,165,1201464,Expired,2024-10-01,,,"21395 INKSTER, FARMINGTON HILLS MI 48336","12900 HALL ROAD, STE. 190, STERLING HEIGHTS, MI 48313",OAKLAND,2485612131,32,03/15/2017,CHRISTOPHER NORTLEY,5868848416,chris@myplacecommunities.com,42.4484586,-83.317335,,
166,166,166,1201465,Expired,2024-10-01,,,"41875 CAROUSEL STREET, NOVI MI 48377","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237",OAKLAND,2487783198,733,03/17/2017,JOSH SONNE,2487783200,legal@yescommunities.com,42.510827,-83.4618809,,
167,167,167,1201467,Expired,2024-10-01,,,"9620 HIGHLAND RD, WHITE LAKE MI 48386","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237",OAKLAND,2487783198,328,04/13/2017,JOSH SONNE,2487783200,legal@yescommunities.com,42.6564997,-83.4748217,,
168,168,168,1201469,Expired,2024-10-01,SWAN LAKE MOBILE HOME COMMUNITY,,"4319 SWAN LAKE DR, ALLEGAN MI 49010","1400 BELLEVILLE ST, RICHMOND, VA 23230",ALLEGAN,No Phone,47,04/13/2017,ANDREW RESINGER,8047697721,,42.4636279,-85.9660574,,
169,169,169,1201471,Expired,2024-10-01,,,"10500 LAPEER ROAD, DAVISON MI 48423","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237",GENESEE,2487783198,200,04/14/2017,JOSH SONNE,2487783200,legal@yescommunities.com,43.0146784,-83.4984977,,
170,170,170,1201475,Expired,2024-10-01,,,"2179 HULL ROAD, MASON MI 48854","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237",INGHAM,5176765880,269,05/11/2017,JOSH SONNE,2487783200,businesslicensing@yescommunities.com,42.5196553,-84.4423638,,
171,171,171,1201476,Expired,2024-10-01,,,"07120 68TH ST, SOUTH HAVEN MI 49090","3700 OAKTON ST, SKOKIE, IL 60076",VAN BUREN,8476758700,50,05/18/2017,ARI SHULMAN,8476758700,ari@specialassets.com,42.394657,-86.2075048,,
172,172,172,1201477,Expired,2024-10-01,,,"504 NORTH MAIN STREET, YALE MI 48097","12900 HALL ROAD, STE. 190, STERLING HEIGHTS, MI 48313",ST CLAIR,5867454294,42,05/23/2017,CHRISTOPHER NORTLEY,5867454293,chris@myplacecommunities.com,43.1366758,-82.7974299,,
173,173,173,1201489,Expired,2024-10-01,,,"23379 ISLAND DRIVE, NEW BOSTON MI 48164","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237",WAYNE,No Phone,304,09/11/2017,JOSH SONNE,2487783200,legal@yescommunities.com,42.1330965,-83.4190076,,
174,174,174,1201507,Expired,2024-10-01,ARBOR WOODS,,"1993 ARBOR WOOD BLVD, YPSILANTI MI 48198","27777 FRANKLINE RD STE 300, SOUTHFIELD, MI 48034",WASHTENAW,7344827350,458,11/20/2017,BRUCE THELEN,2482082500,licensing@suncommunities.com,42.27587740000001,-83.573878,,
175,175,175,1201508,Expired,2024-10-01,,,"1121 BARE POINT RD, ALPENA MI 49707","10950 BELTZ RD, ATLANTA, MI 49709",ALPENA,9899562532,36,11/22/2017,CARRIE BUCHLER,989 370 1333,CARRIEJBUCHLER@YAHOO.COM,45.0326609,-83.4595358,,
176,176,176,1201509,Expired,2024-10-01,LAKE FOREST,,"905 E. 96TH STREET, GRANT MI 49327","470 3RD STREET SOUTH #409, ST. PETERSBURG, FL 33701",NEWAYGO,2488954603,74,12/12/2017,JAVIER DIAZ,2488954603,jdiaz@mhpplace.com,43.3803425,-85.7825216,,
177,177,177,1201512,Expired,2024-10-01,,,"1525 E LAMBERTON LAKE DRIVE, GRAND RAPIDS MI 49525","10221 RIVER RD #59831, POTOMAC, MD 20859",KENT,6164064783,52,12/14/2017,AUSTIN BERK,2028386471,austin@bedrockmhc.com,43.0239679,-85.6310598,,
178,178,178,1201514,Expired,2024-10-01,,,"41275 OLD MICHIGAN ROAD, CANTON MI 48188","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334",WAYNE,7343970303,446,12/18/2017,JOEL K BROWN,2486260737,licenses@rhp-properties.com,42.2737681,-83.4421653,,
179,179,179,1201518,Expired,2024-10-01,CARRIAGE MANOR ESTATES,,"2211 SOUTH DORT HIGHWAY, FLINT MI 48167","17501 E NORTHVILLE TRAILS, NORTHVILLE, MI 48168",GENESEE,8105162929,53,01/04/2018,STEVE CIRIC,8105162929,glenncurrier@yahoo.com,43.0020746,-83.6534687,,
180,180,180,1201520,Expired,2024-10-01,ARBOR VILLAGE ML,,"7940 S CIRCLE DR, PARMA MI 49269","316 W 2ND ST STE 1104, LOS ANGELES, CA 90012",JACKSON,517-531-4287,265,01/16/2018,KWAME GRANDERSON,6266532727,tjabourian@mhccapitalllc.com,42.2271986,-84.5548263,,
181,181,181,1201521,Expired,2024-10-01,,,"734 CAMBRIDGE DRIVE, COLDWATER MI 49036","224 ENGLEWOOD DRIVE, ,  PO BOX 155QUINCY, MI 49082",BRANCH,5176394604,32,01/17/2018,MARILYN OSTRANDER,5176394604,ostrandermarilyn@yahoo.com,41.9348274,-84.9350336,,
182,182,182,1201533,Expired,2024-10-01,,,"G-5182 S DORT HIGHWAY, FLINT MI 48507","PO BOX 46399, MT. CLEMENS, MI 48046",GENESEE,8103448066,56,04/02/2018,CHRISTOPHER NORTLEY,586-745-4294,chris@myplacecommunities.com,42.9588937,-83.6526163,,
183,183,183,1201536,Expired,2024-10-01,,,"37781 SANDSTONE TRAIL, LENOX MI 48048","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237",MACOMB,5867250099,463,05/01/2018,JOSH SONNE,2487783200,legal@yescommunities.com,42.7250637,-82.7337618,,
