,Name,Address,City.State,ZIP,Sites,Url,House district,Senate district,FullstreetAddress,latitude,longitude,County,state
129,Tiny Village Mobile Home Park,"4624 South Huron River Drive,","Flat Rock, MI",48134,23,https://www.mhvillage.com/parks/15478,28,16,"4624 South Huron River Drive, Flat Rock, MI 48134",42.09026902,-83.29086599,Monroe County,Michigan
130,Riverview Trailer Park,"2555 Henry Ruff Road,","Inkster, MI",48141,63,https://www.mhvillage.com/parks/15204,26,5,"2555 Henry Ruff Road, Inkster, MI 48141",42.29357699,-83.33881903,Wayne County,Michigan
131,Pine Grove Mobile Home Park,"28312 Michigan Avenue,","Inkster, MI",48141,NA,https://www.mhvillage.com/parks/15202,26,5,"28312 Michigan Avenue, Inkster, MI 48141",42.29326199,-83.31859098,Wayne County,Michigan
132,Lincoln Park Mobile Home Village,"3075 Dix Highway,","Lincoln Park, MI",48146,171,https://www.mhvillage.com/parks/15058,2,1,"3075 Dix Highway, Lincoln Park, MI 48146",42.24132998,-83.19458701,Wayne County,Michigan
133,Manchester Manor,"101 Hibbard Street,","Manchester, MI",48158,116,https://www.mhvillage.com/parks/15918,47,15,"101 Hibbard Street, Manchester, MI 48158",42.155305,-84.02402997,Washtenaw County,Michigan
134,Pleasant Lake Mobile Home Park,"11285 East Pleasant Lake Road,","Manchester, MI",48158,24,https://www.mhvillage.com/parks/15429,47,14,"11285 East Pleasant Lake Road, Manchester, MI 48158",42.20454801,-83.95071699,Washtenaw County,Michigan
135,Mill Race Shores Manufactured Housing Community,"563 Allen Road,","Milan, MI",48160,97,https://www.mhvillage.com/parks/15941,31,15,"563 Allen Road, Milan, MI 48160",42.07723001,-83.68385898,Monroe County,Michigan
136,Meadowbrook Estates,"1250 Strandwyck,","Monroe, MI",48161,453,https://www.mhvillage.com/parks/331,30,16,"1250 Strandwyck, Monroe, MI 48161",41.90939501,-83.42752203,Monroe County,Michigan
137,Oakridge Estates,"75 Briarwood Trail,","Monroe, MI",48161,621,https://www.mhvillage.com/parks/15737,30,16,"75 Briarwood Trail, Monroe, MI 48161",41.89007285,-83.40877218,Monroe County,Michigan
138,Raisin Ridge,"801 Franklin Blvd,","Monroe, MI",48161,404,https://www.mhvillage.com/parks/15994,31,16,"801 Franklin Blvd, Monroe, MI 48161",41.9311808,-83.46845152,Monroe County,Michigan
139,Holiday South Mobile Home Park,"1675 South Willow Way,","Monroe, MI",48161,169,https://www.mhvillage.com/parks/15483,30,16,"1675 South Willow Way, Monroe, MI 48161",41.90810078,-83.43668171,Monroe County,Michigan
140,Willow Green,"2033 North Outer Drive,","Monroe, MI",48161,429,https://www.mhvillage.com/parks/15336,30,16,"2033 North Outer Drive, Monroe, MI 48161",41.91417701,-83.43197298,Monroe County,Michigan
141,Sunny South Villa,"15377 South Telegraph,","Monroe, MI",48161,68,https://www.mhvillage.com/parks/15479,30,16,"15377 South Telegraph, Monroe, MI 48161",41.89820299,-83.43126798,Monroe County,Michigan
142,Monroe MHP LLC (Monroe Estates),"6385 North Monroe,","Monroe, MI",48161,27,https://www.mhvillage.com/parks/15482,28,16,"6385 North Monroe, Monroe, MI 48161",41.89588802,-83.41512231,Monroe County,Michigan
143,Pleasantville MHC,"1045 Nadeau Road,","Monroe, MI",48162,152,https://www.mhvillage.com/parks/15337,28,16,"1045 Nadeau Road, Monroe, MI 48162",41.96598602,-83.35512803,Monroe County,Michigan
144,Shamrock Mobile Home Park,"1811 North Telegraph Road,","Monroe, MI",48162,54,https://www.mhvillage.com/parks/15480,29,16,"1811 North Telegraph Road, Monroe, MI 48162",41.94718201,-83.40301502,Monroe County,Michigan
145,Frenchtown Estates,"1625 Nadeau Road,","Monroe, MI",48162,NA,https://www.mhvillage.com/parks/54475,28,16,"1625 Nadeau Road, Monroe, MI 48162",41.96428452,-83.34521894,Monroe County,Michigan
146,Swan Creek,"23379 Island Drive,","New Boston, MI",48164,304,https://www.mhvillage.com/parks/15931,29,4,"23379 Island Drive, New Boston, MI 48164",42.13327493,-83.4186013,Wayne County,Michigan
147,Kensington Place,"60501 Grand River,","New Hudson, MI",48165,488,https://www.mhvillage.com/parks/15063,49,23,"60501 Grand River, New Hudson, MI 48165",42.51522598,-83.65219701,Oakland County,Michigan
148,Sun Outdoors Kensington Valley,"25800 Haas Rd,","New Hudson, MI",48165,NA,https://www.mhvillage.com/parks/127184,21,23,"25800 Haas Rd, New Hudson, MI 48165",42.47947402,-83.57916499,Oakland County,Michigan
149,Kimberly Estates,"7769 Kimberly Dr,","Newport, MI",48166,387,https://www.mhvillage.com/parks/329,29,16,"7769 Kimberly Dr, Newport, MI 48166",41.98982613,-83.36705611,Monroe County,Michigan
150,Newport Farms,"9059 W. Timberview Dr.,","Newport, MI",48166,513,https://www.mhvillage.com/parks/30588,28,16,"9059 W. Timberview Dr., Newport, MI 48166",42.00834087,-83.33279827,Monroe County,Michigan
151,Elizabeth Woods,"1250 Paree,","Newport, MI",48166,620,https://www.mhvillage.com/parks/105129,28,16,"1250 Paree, Newport, MI 48166",42.00346249,-83.35336088,Monroe County,Michigan
152,Frenchtown Villa / Elizabeth Woods,"1250 Paree,","Newport, MI",48166,1149,https://www.mhvillage.com/parks/15319,28,16,"1250 Paree, Newport, MI 48166",42.00346249,-83.35336088,Monroe County,Michigan
153,Northville Crossing,"9800 Bloomsbury Circle,","Northville, MI",48167,756,https://www.mhvillage.com/parks/15975,23,14,"9800 Bloomsbury Circle, Northville, MI 48167",42.43025201,-83.60723296,Washtenaw County,Michigan
154,Country Estates MHC,"58000 West 8 Mile Road,","Northville, MI",48167,294,https://www.mhvillage.com/parks/209,21,13,"58000 West 8 Mile Road, Northville, MI 48167",42.43386498,-83.618442,Oakland County,Michigan
155,Plymouth Hills,"14150 D Drive,","Plymouth, MI",48170,632,https://www.mhvillage.com/parks/214,23,13,"14150 D Drive, Plymouth, MI 48170",42.38244334,-83.53207813,Wayne County,Michigan
156,Oak Haven MHC,"14401 Ridge Road,","Plymouth, MI",48170,141,https://www.mhvillage.com/parks/184,23,13,"14401 Ridge Road, Plymouth, MI 48170",42.38506102,-83.53200404,Wayne County,Michigan
157,Meadowlands,"17305 Valencia Dr.,","Gibraltar, MI",48173,320,https://www.mhvillage.com/parks/33041,27,4,"17305 Valencia Dr., Gibraltar, MI 48173",42.094925,-83.21782399,Wayne County,Michigan
158,North Huron Manufactured Housing Community,"33151 Fort Road Site #6,","Rockwood, MI",48173,96,https://www.mhvillage.com/parks/15974,28,4,"33151 Fort Road Site #6, Rockwood, MI 48173",42.06546399,-83.24931799,Wayne County,Michigan
159,West Village Estates,"7040 Shawnee,","Romulus, MI",48174,629,https://www.mhvillage.com/parks/15923,26,4,"7040 Shawnee, Romulus, MI 48174",42.25448601,-83.42022298,Wayne County,Michigan
160,Tela Valley Manufactured Home Community,"17707 Telegraph Road,","Brownstown Township, MI",48174,488,https://www.mhvillage.com/parks/182,28,4,"17707 Telegraph Road, Brownstown Township, MI 48174",42.176861,-83.26612798,Wayne County,Michigan
161,Huron Estates,"22000 Inkster Road,","Romulus, MI",48174,806,https://www.mhvillage.com/parks/15184,29,4,"22000 Inkster Road, Romulus, MI 48174",42.14322798,-83.310426,Wayne County,Michigan
162,Metro Commons,"28745 Van Born Rd.,","Romulus, MI",48174,227,https://www.mhvillage.com/parks/15194,26,4,"28745 Van Born Rd., Romulus, MI 48174",42.265882,-83.32149296,Wayne County,Michigan
163,Royal Village Mobile Home Community,"28261 Van Born Road,","Romulus, MI",48174,151,https://www.mhvillage.com/parks/15054,26,4,"28261 Van Born Road, Romulus, MI 48174",42.26607001,-83.31803601,Wayne County,Michigan
164,Saline Meadows,"6564 East Michigan Avenue Lot 39,","Saline, MI",48176,148,https://www.mhvillage.com/parks/15426,33,15,"6564 East Michigan Avenue Lot 39, Saline, MI 48176",42.19528501,-83.72081999,Washtenaw County,Michigan
165,River Ridge,"289 Dundee,","Saline, MI",48176,288,https://www.mhvillage.com/parks/30003,33,15,"289 Dundee, Saline, MI 48176",42.15621154,-83.79909706,Washtenaw County,Michigan
166,Saline Mobile Home Park,"475 North Maple Road,","Saline, MI",48176,81,https://www.mhvillage.com/parks/15428,33,15,"475 North Maple Road, Saline, MI 48176",42.17471799,-83.77534997,Washtenaw County,Michigan
167,Silver Lake Mobile Park,"11071 Silverview Ct,","South Lyon, MI",48178,26,https://www.mhvillage.com/parks/15414,49,22,"11071 Silverview Ct, South Lyon, MI 48178",42.47065999,-83.72754303,Livingston County,Michigan
168,South Lyon Woods,"530 Lanier St.,","South Lyon, MI",48178,211,https://www.mhvillage.com/parks/15171,23,23,"530 Lanier St., South Lyon, MI 48178",42.455591,-83.64794898,Oakland County,Michigan
169,Woodland Ridge,"12250 Woodland Ridge Circle,","South Lyon, MI",48178,544,https://www.mhvillage.com/parks/32914,49,22,"12250 Woodland Ridge Circle, South Lyon, MI 48178",42.44314288,-83.70187654,Livingston County,Michigan
170,Huron River Mobile Home Park,"8025 South Huron River Road,","South Rockwood, MI",48179,89,https://www.mhvillage.com/parks/15750,28,16,"8025 South Huron River Road, South Rockwood, MI 48179",42.04686501,-83.22358001,Monroe County,Michigan
171,Robbinwood,"7550 Beech Daly,","Taylor, MI",48180,361,https://www.mhvillage.com/parks/40851,29,1,"7550 Beech Daly, Taylor, MI 48180",42.25126401,-83.291673,Wayne County,Michigan
172,Wellington Estates,"16031 Beech Daly Road,","Taylor, MI",48180,410,https://www.mhvillage.com/parks/15751,28,4,"16031 Beech Daly Road, Taylor, MI 48180",42.18771401,-83.28598898,Wayne County,Michigan
173,Inverness Mobile Home Community,"6230 Lewis Avenue,","Temperance, MI",48182,518,https://www.mhvillage.com/parks/415,30,16,"6230 Lewis Avenue, Temperance, MI 48182",41.73145701,-83.56654,Monroe County,Michigan
174,Woodhaven Place,"23501 Van Horn Road,","Woodhaven, MI",48183,220,https://www.mhvillage.com/parks/15211,28,4,"23501 Van Horn Road, Woodhaven, MI 48183",42.12182601,-83.26057103,Wayne County,Michigan
175,Creekside Estates,"20665 South Telegraph Road,","Trenton, MI",48183,158,https://www.mhvillage.com/parks/15192,28,4,"20665 South Telegraph Road, Trenton, MI 48183",42.15548501,-83.26451597,Wayne County,Michigan
176,Parkview Estates North,"3500 West Jefferson Avenue,","Trenton, MI",48183,65,https://www.mhvillage.com/parks/15198,27,4,"3500 West Jefferson Avenue, Trenton, MI 48183",42.13635599,-83.18394803,Wayne County,Michigan
177,Parkview Estates South,"3900 West Jefferson Avenue,","Trenton, MI",48183,60,https://www.mhvillage.com/parks/15199,27,4,"3900 West Jefferson Avenue, Trenton, MI 48183",42.13197402,-83.18550103,Wayne County,Michigan
178,Westborn Village,"7659 Inkster Road,","Westland, MI",48185,135,https://www.mhvillage.com/parks/15210,25,5,"7659 Inkster Road, Westland, MI 48185",42.34481338,-83.31272826,Wayne County,Michigan
179,Mohawk MHC,"28495 Joy Road,","Westland, MI",48185,112,https://www.mhvillage.com/parks/15196,25,5,"28495 Joy Road, Westland, MI 48185",42.35317135,-83.32390678,Wayne County,Michigan
180,Big Trees Mobile Home Park,"28433 Joy Road,","Westland, MI",48185,NA,https://www.mhvillage.com/parks/15238,25,5,"28433 Joy Road, Westland, MI 48185",42.35293461,-83.3221501,Wayne County,Michigan
181,Westland Meadows,"30600 Van Born Road,","Westland, MI",48186,772,https://www.mhvillage.com/parks/15563,26,5,"30600 Van Born Road, Westland, MI 48186",42.27168534,-83.34563142,Wayne County,Michigan
182,Old Orchard Mobile Home Park,"35270 Glenwood Road,","Westland, MI",48186,NA,https://www.mhvillage.com/parks/15197,25,5,"35270 Glenwood Road, Westland, MI 48186",42.28850577,-83.38668422,Wayne County,Michigan
183,Royal Holiday,"39500 West Warren Road, Lot 110,","Canton, MI",48187,436,https://www.mhvillage.com/parks/15206,24,5,"39500 West Warren Road, Lot 110, Canton, MI 48187",42.33513601,-83.43139799,Wayne County,Michigan
184,Sherwood Village,"41275 Old Michigan,","Canton, MI",48188,385,https://www.mhvillage.com/parks/274,25,5,"41275 Old Michigan, Canton, MI 48188",42.27531001,-83.44525503,Wayne County,Michigan
185,Academy / West Point,"41021 Old Michigan Ave,","Canton, MI",48188,441,https://www.mhvillage.com/parks/15209,25,5,"41021 Old Michigan Ave, Canton, MI 48188",42.27639899,-83.44307498,Wayne County,Michigan
186,Maple Leaf North,"51000 Mott Road,","Canton, MI",48188,230,https://www.mhvillage.com/parks/15052,24,5,"51000 Mott Road, Canton, MI 48188",42.26613401,-83.54159101,Wayne County,Michigan
187,College Park Estates,"51074 Mott Road #243,","Canton, MI",48188,230,https://www.mhvillage.com/parks/15047,24,5,"51074 Mott Road #243, Canton, MI 48188",42.26376101,-83.54237799,Wayne County,Michigan
188,Holiday Estates,"46000 Geddes Road Lot 416,","Canton, MI",48188,551,https://www.mhvillage.com/parks/15303,25,5,"46000 Geddes Road Lot 416, Canton, MI 48188",42.27875698,-83.49178096,Wayne County,Michigan
189,Glen Ridge,"41275 Old Michigan Ave.,","Canton, MI",48188,51,https://www.mhvillage.com/parks/273,25,5,"41275 Old Michigan Ave., Canton, MI 48188",42.27531001,-83.44525503,Wayne County,Michigan
190,Northfield Estates,"158 Emerald Circle,","Whitmore Lake, MI",48189,648,https://www.mhvillage.com/parks/15705,48,14,"158 Emerald Circle, Whitmore Lake, MI 48189",42.42402744,-83.7782151,Washtenaw County,Michigan
191,Hamburg Hills,"7243 Sheldon Road,","Whitmore Lake, MI",48189,152,https://www.mhvillage.com/parks/15417,48,22,"7243 Sheldon Road, Whitmore Lake, MI 48189",42.4310687,-83.80288417,Livingston County,Michigan
192,Coventry Woods,"7243 Sheldon Road,","Whitmore Lake, MI",48189,195,https://www.mhvillage.com/parks/15935,48,22,"7243 Sheldon Road, Whitmore Lake, MI 48189",42.4310687,-83.80288417,Livingston County,Michigan
193,University Mobile Estates,"11870 Heidelberg,","Whitmore Lake, MI",48189,55,https://www.mhvillage.com/parks/15411,49,22,"11870 Heidelberg, Whitmore Lake, MI 48189",42.431905,-83.76163298,Livingston County,Michigan
194,Whittaker Oaks,"11333 Whittaker Road,","Whittaker, MI",48190,228,https://www.mhvillage.com/parks/31950,31,15,"11333 Whittaker Road, Whittaker, MI 48190",42.12306357,-83.59946281,Washtenaw County,Michigan
195,Augusta Woods,"8330 N. Brookston Drive,","Willis, MI",48191,484,https://www.mhvillage.com/parks/29550,31,15,"8330 N. Brookston Drive, Willis, MI 48191",42.17181002,-83.54582597,Washtenaw County,Michigan
196,Southgate MHC LLC,"12060 Dix-Toledo Road,","Southgate, MI",48195,70,https://www.mhvillage.com/parks/15207,2,4,"12060 Dix-Toledo Road, Southgate, MI 48195",42.22060099,-83.19545596,Wayne County,Michigan
197,Arbor Meadows,"5229 West Michigan Avenue,","Ypsilanti, MI",48197,409,https://www.mhvillage.com/parks/15711,32,15,"5229 West Michigan Avenue, Ypsilanti, MI 48197",42.21234588,-83.67320109,Washtenaw County,Michigan
198,Swan Creek,"6988 Mckean,","Ypsilanti, MI",48197,294,https://www.mhvillage.com/parks/15893,32,15,"6988 Mckean, Ypsilanti, MI 48197",42.190467,-83.55499099,Washtenaw County,Michigan
199,Coachville MHC,"3423 Carpenter Road,","Ypsilanti, MI",48197,121,https://www.mhvillage.com/parks/312,33,15,"3423 Carpenter Road, Ypsilanti, MI 48197",42.23897899,-83.678426,Washtenaw County,Michigan
200,B-24 Mobile Home Park,"4785 Munger Road,","Ypsilanti, MI",48197,NA,https://www.mhvillage.com/parks/15433,32,15,"4785 Munger Road, Ypsilanti, MI 48197",42.21890102,-83.65935499,Washtenaw County,Michigan
201,Lakeview,"9910 Geraldine Street,","Ypsilanti, MI",48197,392,https://www.mhvillage.com/parks/15304,32,15,"9910 Geraldine Street, Ypsilanti, MI 48197",42.19934801,-83.56493201,Washtenaw County,Michigan
202,Arbor Woods,"1993 Arbor Woods Boulevard,","Ypsilanti, MI",48198,458,https://www.mhvillage.com/parks/15943,32,15,"1993 Arbor Woods Boulevard, Ypsilanti, MI 48198",42.275861,-83.57387601,Washtenaw County,Michigan
203,Timberlands,"3375 East Michigan Avenue,","Ypsilanti, MI",48198,184,https://www.mhvillage.com/parks/30335,32,15,"3375 East Michigan Avenue, Ypsilanti, MI 48198",42.25951599,-83.54463297,Washtenaw County,Michigan
204,Village Estates,"2580 Holmes Road,","Ypsilanti, MI",48198,71,https://www.mhvillage.com/parks/15425,32,15,"2580 Holmes Road, Ypsilanti, MI 48198",42.25351501,-83.56012399,Washtenaw County,Michigan
205,Westridge Mobile Home Park,"1515 Ridge Road,","Ypsilanti, MI",48198,373,https://www.mhvillage.com/parks/15320,32,15,"1515 Ridge Road, Ypsilanti, MI 48198",42.263638,-83.55997898,Washtenaw County,Michigan
206,Greenbriar Estates,"2499 East Michigan Avenue,","Ypsilanti, MI",48198,78,https://www.mhvillage.com/parks/15321,32,15,"2499 East Michigan Avenue, Ypsilanti, MI 48198",42.25095173,-83.56203436,Washtenaw County,Michigan
207,Elmcrest Mobile Village,"2949 Montrose Avenue,","Ypsilanti, MI",48198,103,https://www.mhvillage.com/parks/16016,32,15,"2949 Montrose Avenue, Ypsilanti, MI 48198",42.25924637,-83.55164285,Washtenaw County,Michigan
208,Lakeside Mobile Home Park,"14630 Riverside Boulevard,","Detroit, MI",48215,NA,https://www.mhvillage.com/parks/15190,10,3,"14630 Riverside Boulevard, Detroit, MI 48215",42.35831499,-82.93118402,Wayne County,Michigan
209,June's Mobile Village,"395 Labadie Court,","Ecorse, MI",48229,125,https://www.mhvillage.com/parks/15062,2,1,"395 Labadie Court, Ecorse, MI 48229",42.24645598,-83.15839898,Wayne County,Michigan
210,Potters Trailer Park,"4470 9th Street,","Ecorse, MI",48229,NA,https://www.mhvillage.com/parks/15203,2,1,"4470 9th Street, Ecorse, MI 48229",42.24414702,-83.15793898,Wayne County,Michigan
211,Long's Mobile Home Court,"26530 Plymouth Rd,","Redford, MI",48239,65,https://www.mhvillage.com/parks/15193,16,6,"26530 Plymouth Rd, Redford, MI 48239",42.37049031,-83.30391633,Wayne County,Michigan
212,Warwick Village,"24600 Joy Road,","Detroit, MI",48239,208,https://www.mhvillage.com/parks/15051,3,2,"24600 Joy Road, Detroit, MI 48239",42.35829898,-83.28183902,Wayne County,Michigan
213,Rochester Estates,"600 Le Grand Boulevard West,","Rochester, MI",48307,775,https://www.mhvillage.com/parks/15077,55,9,"600 Le Grand Boulevard West, Rochester, MI 48307",42.67118902,-83.106932,Oakland County,Michigan
214,Avon on the Lake Senior Living,"2889 Sandpiper,","Rochester Hills, MI",48309,617,https://www.mhvillage.com/parks/33049,55,9,"2889 Sandpiper, Rochester Hills, MI 48309",42.63581782,-83.18389963,Oakland County,Michigan
215,Rudgate Manor,"5150 Rudgate Boulevard,","Sterling Heights, MI",48310,931,https://www.mhvillage.com/parks/15089,57,9,"5150 Rudgate Boulevard, Sterling Heights, MI 48310",42.58930445,-83.05815097,Macomb County,Michigan
216,Homestead Northland Estates MHP,"13933 Plumbrook,","Sterling Heights, MI",48312,NA,https://www.mhvillage.com/parks/108250,61,10,"13933 Plumbrook, Sterling Heights, MI 48312",42.57493401,-82.98725099,Macomb County,Michigan
217,Sterling Estates,"43475 La Grand Boulevard,","Sterling Heights, MI",48314,760,https://www.mhvillage.com/parks/15148,57,9,"43475 La Grand Boulevard, Sterling Heights, MI 48314",42.61421198,-83.03919901,Macomb County,Michigan
