"","Record_No","Status","Expiration_Date","DBA","Owner / Community_Name","Location_Address","Zip_Code","Mailing_Address","County","Community_Phone","Total_#_Sites","Issued_Date","Operator_Name","Operator_Phone","Operator_email","latitude","longitude"
"327","1201200","Issued",2027-10-01,"MARSHALLS CROSSING","TRIDENT-MONTROSE LLC","12050 TRIDENT BLVD., MONTROSE, MI 48457","48457","3400 E LAFAYETTE, DETROIT, MI 48207","GENESEE","3135677000","195","12/14/1998","DEREK M ADOLF","3135677000","audree.rodgers@soave.com",43.1786324,-83.8414335
"328","1201910","Issued",2027-10-01,"RIVERSIDE CROSSING MHP","RIVERSIDE CROSSING MHP MONTROSE MI LLC","10186 W FARRAND ROAD, MONTROSE MI 48457","48457","1630 GUADALUPE RD, ,  PO BOX 2300GILBERT, AZ 48299","GENESEE","8016183636","142","02/10/2022","THOMAS STAPLEY","480339000","LICENSING@ROOTSMG.COM",43.1908947,-83.8802536
"329","1201756","Issued",2027-10-01,"GUNTHERS MOBILE HOME COURT","COSMONET-GUNTHERS LLC","G-63136 N DORT HIGHWAY, MT MORRIS MI 48458","48458","20 SHALLOW BROOK ROAD, MORGANVILLE, NJ 07751","GENESEE","8045506892","172","04/15/2020","PRABIN DUTTA","8045506892","mhpdutta@comcast.net",NA,NA
"330","1201868","Issued",2027-10-01,NA,"GERALD BURTON","6261 SAGINAW STREET, MT MORRIS MI 48458","48458","P.O. BOX 252678, WEST BLOOMFIELD, MI 48325","GENESEE","2487892335","138","09/17/2021","GERALD BURTON","2487892335","22jerryman@gmail.com",43.0940169,-83.6942158
"331","1201893","Issued",2027-10-01,NA,"CAMELOT VILLAS MHP LLC","8300 COVENTRY BOULEVARD, MOUNT MORRIS MI 48458","48458","PO BOX 249, ENGLEWOOD, NJ 07631","GENESEE","6467794400","259","12/20/2021","BRYON FIELDS","6467794400","FinancialOperations@ourhomesofamerica.com",NA,NA
"332","1201925","Issued",2027-10-01,NA,"MI 2021 SOUTH CREEK LLC","9120 VIENNA ROAD, MT MORRIS MI 48458","48458","1400 BELLEVILLE STREET, RICHMOND, VA 23230","GENESEE","8042051025","380","03/24/2022","ANDY REISINGER","8047677721","mfoster@ctrecap.com",NA,NA
"333","1202053","Issued",2027-10-01,NA,"DESI TYCOONS MHP LLC","2198 E MOUNT MORRIS RD, MOUNT MORRIS MI 48458","48458","2198 E MOUNT MORRIS RD, MOUNT MORRIS, MI 48458","GENESEE","2488199449","391","09/29/2023","ANDREY NOSKOV","2488199449","ANJPREALTY@GMAIL.COM",43.1193168,-83.6939042
"334","1200471","Issued",2027-10-01,NA,"WHITE OAK MI LLC","4084 WEST STANLEY RD., MT. MO 48458","48458","4600 COX RD STE 400, GLEN ALLEN, VA 23060","GENESEE","No Phone","480","04/17/1979","ROSS DEBOLT","8049672567","RDEBOLT@PLNDV.COM",NA,NA
"335","1201330","Issued",2027-10-01,NA,"MT MORRIS HIGHLANDS LLC","2197 E MT MORRIS RD, MI 48458","48458","16925 GEORGINA, BEVERLY HILLS, MI 48025","GENESEE","810-686-7020","685","03/06/2009","LYNN GRANATA","248-410-9020","lynn@harmonycommunities.com",43.1198896,-83.67022
"336","1201138","Issued",2027-10-01,NA,"DEERFIELD MI LLC","82 DEERFIELD PL, NORTH BRANCH MI 48461","48461","4600 COX RD STE 400, GLEN ALLEN, VA 23060","LAPEER","No Phone","123","06/10/1994","ROSS DEBOLT","8049672567","RDEBOLT@PLNDV.COM;jgrace@plndv.com",NA,NA
"337","1201529","Issued",2027-10-01,NA,"NORTH BRANCH MEADOWS PARTNERS LLC","6800 LYDIA BOULEVARD, NORTH BRANCH MI 48461","48461","600 W. 22ND STREET, STE. 101, OAK BROOK, IL 60523","LAPEER","8109647939","132","03/15/2018","KEVIN SHAUGHNESSY","7087811031","kshaughnessy@fourleafprop.com",43.230633,-83.182478
"338","1201537","Issued",2027-10-01,"ORCHARD COVE MHC","OTISVILLE PARTNERS LLC","201 ORCHARD COVE DR, OTISVILLE MI 48463","48463","139 WALNUT BLVD, ROCHESTER, MI 48307","GENESSEE","2486018400","117","05/09/2018","DAN VANDOORNE","248 601 8400","DVANDOORNE@WEBUYPARKS.COM",43.163536,-83.526349
"339","1201813","Issued",2027-10-01,NA,"PORT AUSTIN ESTATES MHC LLC","1 LARNED ROAD, PORT AUSTIN MI 48467","48467","P.O. BOX 130, MARYSVILLE, MI 48040","HURON","8104881155","36","02/18/2021","RICHARD JAHN","8105600028","cutntrim@rocketmail.com",44.0358275,-83.0094718
"340","1201951","Issued",2027-10-01,NA,"LAKESHORE PINES LLC","3193 PORT AUSTIN ROAD, PORT AUSTIN MI 48467","48467","159 West Broadway, ,  Ste. 200-356Salt Lake City, UT 84101","HURON","8015415948","40","07/22/2022","BRANDON MOORE","8015415948","brandon@glendaleacquisitions.com",44.0091275,-83.0508846
"341","1201957","Issued",2027-10-01,NA,"OAK GROVE TRAILER PARK LLC","3341 PORT AUSTIN ROAD, PORT AUSTIN MI 48467","48467","27865 STARLING LANE, FLAT ROACK, MI 48134","HURON","7343410662","12","08/12/2022","KATHLEEN ADKINS","7343410662","kathleenray09@yahoo.com",44.0091275,-83.0508846
"342","1200622","Issued",2027-10-01,"HURON SHORES MANUFACTURED HOME COMMUNITY","CREEKSIDE HURON SHORES LLC","144 SHORELINE EAST, PORT SANILAC, MI 48469","48469","4893 ROCHESTER RD STE D, TROY, MI 48085","SANILAC","No Phone","192","06/19/1979","WILLIAM T CONNELL","8106228113","huronshores@sbcglobal.net",NA,NA
"343","1200825","Issued",2027-10-01,"SUNSET MOBILE HOME PARK","SUNSET MOBILE HOME PARK LLC","854 WEST SANILAC ROAD, SANDUSKY, MI 48471","48471","5056 ARGYLE RD, DECKER, MI 48426","SANILAC","8106483741","105","09/21/1979","PAUL J SEFTON","9893251379","psefton1@gmail.com",NA,NA
"344","1201646","Issued",2027-10-01,NA,"SOUTH VALLEY ESTATES LLC","37 BELLWORD DRIVE, SWARTZ CREEK MI 48473","48473","51 W CENTER ST., STE. 600, OREM, UT 84057","GENESEE","4356591021","116","03/16/2019","GERALD VAN TASSELL","4356591021","gerald@havenparkmgmt.com",NA,NA
"345","1201365","Issued",2027-10-01,"EAGLE POINTE CREEK","EAGLE POINTE PARK LLC","4385 S ELM ROAD, SWARTZ CREEK MI 48473","48473","12900 HALL ROAD STE. 322, STERLING HEIGHTS, MI 48313","GENESEE","No Phone","180","12/22/2015","STACY O BUSS","5863545044","eaglepointemhc@gmail.com",NA,NA
"346","1201642","Issued",2027-10-01,NA,"SWARTZ CREEK ESTATES I LLC","73 ASHLEY CIRCLE, SWARTZ CREEK MI 48473","48473","51 W CENTER ST., STE. 600, OREM, UT 84057","GENESEE","4356591021","176","03/12/2019","GERALD VAN TASSELL","4356591021","gerald@havenparkmgmt.com",42.9624182,-83.846971
"347","1202031","Issued",2027-10-01,NA,"SILVER CREEK VILLAGE INC","5100 S ELMS ROAD, SWARTZ CREEK MI 48473","48473","5100 S ELMS ROAD, SWARTZ CREEK, MI 48473","GENESEE","8106359779","109","06/27/2023","THOMAS LACKEY","7706523460","silvercreekvillage@gmail.com",NA,NA
"348","1200242","Issued",2027-10-01,"WESTWOOD VILLAGE MOBILE HOME ESTATE","WESTWOOD VILLAGE INVESTMENT GROUP LLC","3365 WEST PASADENA, FLINT, MI 48504","48504","38505 WOODWARD AVE., BLOOMFIELD HILLS, MI 48303","GENESEE","2484331114","152","03/20/1979","RONALD K WEISS","2484331114","DOUG@ROLOMGMT.COM",43.0460415,-83.7472858
"349","1201755","Issued",2027-10-01,"BIRCHWOOD MHC","BIRCHWOOD MHP FLINT MI LLC","4155 WEST CARPENTER ROAD, FLINT MI 48504","48504","1630 GUADALUPE RD  STE 101, ,  PO BOX 2300GILBERT, AZ 85233","GENESEE","8105437465","82","04/08/2020","THOMAS STAPLEY","480339000","LICENSING@ROOTSMG.COM",43.0751379,-83.7280717
"350","1201759","Issued",2027-10-01,NA,"PASADENA MHC LLC","2480 BEVERLY BLVD, FLINT MI 48504","48504","1630 GUADALUPE RD  STE 101, GILBERT, AZ 85299","GENESEE","8107159334","212","03/26/2021","THOMAS STAPLEY","No Phone","LICENSING@ROOTSMG.COM",43.0442765,-83.7481391
"351","1201894","Issued",2027-10-01,NA,"WESTWOOD MHP LLC","4135 DOLAN DRIVE, FLINT MI 48504","48504","PO BOX 249, ENGLEWOOD, NJ 07631","GENESEE","6467794400","216","12/20/2021","SCOTT PISTORIUS","No Phone","FinancialOperations@ourhomesofamerica.com",NA,NA
"352","1200142","Issued",2027-10-01,"HOLTS MOBILE HOME COURT AND SALES","OTHIE L HOLT","6576 N DORT HWY, FLINT, MI 48505","48505","6576 N DORT HWY, FLINT, MI 48505","GENESEE","8107875289","57","02/02/1979","OTHIE L HOLT","8107875289",NA,43.0722469,-83.6741522
"353","1201765","Issued",2027-10-01,"COZY CORNER PROPERTY","DORT HWY PROPERTY MANAGEMENT LLC","5201 N DORT HWY, FLINT MI 48505","48505","4384 E MT MORRIS ROAD, MOUNT MORRIS, MI 48458","GENESEE","8102403445","43","05/19/2020","JAMES GROLEAU","8102403445","aftcparkservices@gmail.com",43.0617931,-83.6737662
"354","1201847","Issued",2027-10-01,NA,"AMERICAN HOME COMMUNITIES III LLC","1806 E WEBSTER ROAD, FLINT MI 48505","48505","155 RIDGE ROAD, WATCHUNG, NJ 07069","GENESEE","8107897011","251","07/02/2021","ARJAV PARIKH","2013417173","arjav.parikh@tcmanagement.co",43.0686721,-83.6707199
"355","1201736","Issued",2027-10-01,"LAKESIDE MOBILE COURT","LAKESIDE MHP LLC","4302 WESTERN RD, FLINT MI 48506","48506","PO BOX 4538, DURANGO, CO 81302","GENESEE","8107335588","71","02/28/2020","ROBBIE MOSHER","9707590427","robbie.mosher@gmail.com",43.0528806,-83.655355
"356","1201778","Issued",2027-10-01,NA,"KEARSLEY LAKE TERRACE LLC","3400 BENMARK PLACE, FLINT MI 48506","48506","3400 BENMARK PL, FLINT, MI 48506","GENESEE","8107367000","126","07/15/2020","MARGO J BENMARK","8107367000","Stacy.Benmark@ymail.com",NA,NA
"357","1201811","Issued",2027-10-01,"INDIANHILLS MANOR MOBILE HOME PARK","COSMONET-INDIANHILLS LLC","G-6328 NORTH GENESEE ROAD, FLINT MI 48506","48506","20 SHALLOWBROOK ROAD, MORGANVILLE, NJ 07751","GENESEE","8045506838","429","02/11/2021","PRABIN DUTTA","8045506892","pdutta@cosmonetllc.com",NA,NA
"358","1201890","Issued",2027-10-01,"PINE VIEW ESTATES","SUN PINEVIEW ESTATES LLC","6152 N GENESEE RD, FLINT MI 48506","48506","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034","GENESEE","8882064163","1011","12/14/2021","BRUCE THELEN","2482082500","licensing@suncommunities.com",NA,NA
"359","1202048","Issued",2028-10-01 16:07:05,NA,"CB GENESEE VILLA,LLC","5125 N CENTER RD, FLINT MI 48506","48506","129 E FRONT ST STE 200, TRAVERSE CITY, MI 49684","GENESEE","2317358673","93","09/06/2023","TURNER BOOTH","4433792525","TBOOTH@COCHRANBOOTH.COM",43.0295781,-83.6352528
"360","1201746","Expired",2024-10-01,"ATHERTON CROSSING MHC","FLINT MH MANAGEMENT LLC","1549 E ATHERTON ROAD, FLINT MI 48507","48507","1549 E ATHERTON ROAD - Attn: Office, FLINT, MI 48507","GENESEE","8107421420","190","03/23/2020","WES BLANEY","4256868722","flintmhmgmt@gmail.com",42.9892917,-83.6500771
"361","1200599","Issued",2027-10-01,NA,"VILLA MI LLC","3096 CAMELOT DR, FLINT MI 48507","48507","4600 COX RD STE 400, GLEN ALLEN, VA 23060","GENESEE","No Phone","319","05/29/1979","ROSS DEBOLT","8049672567","RDEBOLT@PLNDV.COM;jgrace@plndv.com",42.9603689,-83.7346059
"362","1201031","Issued",2027-10-01,NA,"TUDOR ESTATES MI LLC","1330 E MAPLE, FLINT, MI 48507","48507","4600 COX RD STE 400, GLEN ALLEN, VA 23060","GENESEE","No Phone","302","11/05/1985","ROSS DEBOLT","8049672567","RDEBOLT@PLNDV.COM",42.9593,-83.7087648
"363","1201044","Issued",2027-10-01,"FISHERMANS COVE MANUFACTURED HOUSING COMMUNITY","SUN FISHERMANS COVE LLC","4441 JENA LANE, FLINT, MI 48507","48507","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","GENESEE","No Phone","162","12/05/1986","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM",42.9640497,-83.7231958
"364","1201516","Issued",2027-10-01,NA,"PARKWOOD MOBILE HOME PARK","3120 CHARI DRIVE, FLINT MI 48507","48507","3120 CHARI DRIVE, GRAND BLANC, MI 48507","GENESEE","No Phone","250","12/21/2017","PATRICK S MILLER","3038800466","pmiller0813@msn.com",NA,NA
"365","1201533","Issued",2027-10-01,NA,"MY PLACE AT HERITAGE ESTATES LLC","G-5182 S DORT HIGHWAY, FLINT MI 48507","48507","PO BOX 46399, MT. CLEMENS, MI 48046","GENESEE","8103448066","56","04/02/2018","CHRISTOPHER NORTLEY","586-745-4294","chris@myplacecommunities.com",NA,NA
"366","1201998","Issued",2027-10-01,"LINDEN PLACE MHC","CC LINDEN PLACE PROPERTY LLC","4192 LINDEN ROAD, FLINT MI 48507","48507","P.O. BOX 7008, BLOOMFIELD HILLS, MI 48302","GENESEE","8107320274","162","12/22/2022","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com",42.9596407,-83.771601
"367","1202054","Issued",2027-10-01,"WESTHAVEN MOBILE HOME PARK","COSMONET-WESTHAVEN LLC","3251 TORREY ROAD, FLINT MI 48507","48507","20 SHALLOWBROOK ROAD, MORGANVILLE, NJ 07751","GENESEE","8045506892","77","10/04/2023","PRABIN DUTTA","8045506892","mhpdutta@comcast.net",42.9678647,-83.7263686
"368","1201153","Issued",2027-10-01,NA,"CENTENNIAL FARMS MI LLC","1065 PEACH BLOSSOM CIRCLE, BURTON, MI 48509","48509","4600 COX RD STE 400, GLEN ALLEN, VA 23060","GENESEE","No Phone","390","01/24/1995","ROSS DEBOLT","804967567","RDEBOLT@PLNDV.COM;jgrace@plndv.com",43.0216823,-83.5773323
"369","1201701","Issued",2027-10-01,"VILLA GRANDE MOBILE HOME PARK","COSMONET VILLA GRANDE LLC","4403 DAVISON RD, BURTON MI 48509","48509","20 SHALLOW BROOK RD, MORGANVILLE, NJ 07751","GENESEE","8045506892","43","09/26/2019","PRABIN DUTTA","8045506892","pdutta@cosmonetllc.com",43.033156,-83.6209478
"370","1202057","Expired",2024-10-01,"TWIN MEADOWS","EVERGREEN TWIN MEADOWS LLC","1021 E SCOTTWOOD AVE, BURTON MI 48529","48529","525 WILLIAM PENN PLACE, 28TH FL., PITTSBURGH, PA 15219","GENESEE","2035010796","105","10/12/2023","AKSHITA BANERJEE","2035010796","compliance@evergreenparke.com",42.9706033,-83.6878624
"371","1200643","Issued",2027-10-01 17:12:57,"DELTA MOBILE HOME PARK","EVERGREEN TWIN MEADOWS LLC","G-4071 FENTON RD, BURTON MI 48529","48529","525 WILLIAM PENN PLACE, 28TH FL, PITTSBURGH, PA 15219","GENESEE","2035010796","48","06/19/1979","AKSHITA BANERJEE","2035010796","COMPLIANCE@EVERGREENPARKE.COM",NA,NA
"372","1200715","Issued",2027-10-01,"MAPLE GROVE MOBILE HOME COMMUNITY","COSMONET LLC","4493 FENTON ROAD, BURTON, MI 48529","48529","20 SHALLOW BROOK RD, MORGANVILLE, NJ 07751","GENESEE","No Phone","101","07/13/1979","PRABIN DUTTA","8045506892","pdutta@cosmonetllc.com",42.9668051,-83.6926964
"373","1201483","Issued",2027-10-01,"GREEN BRIAR COMMUNITY","4070 GREENBRIAR LLC","4070 GREEN BRIAR BLVD, BURTON MI 48529","48529","31550 NORTHWESTERN HWY STE 220, FARMINGTON HILLS, MI 48334","GENESEE","8102359500","345","07/20/2017","ANTHONY DENOME","248 865 0066","tony.denome@paragonapts.com",NA,NA
"374","1201304","Issued",2027-10-01,"VALLEY MEADOW VILLAGE","VALLEY MEADOWS LLC","G-4152 CORUNNA RD., FLINT, MI 48532","48532","G-4152 CORUNNA RD, FLINT, MI 48532","GENESEE","No Phone","84","12/12/2003","MICHAEL JOUBRAN","8107203333","mjoubran@joubran.net",NA,NA
"375","1201895","Issued",2027-10-01,NA,"PHEASANT RUN MHP LLC","1587 PHEASANT RUN DRIVE, FLINT MI 48532","48532","PO BOX 249, ENGLEWOOD, NJ 07631","GENESEE","6467794400","179","12/21/2021","SCOTT PISTORIUS","6467794400","FinancialOperations@ourhomesofamerica.com",43.0027481,-83.7604497
"376","1201659","Issued",2027-10-01,"BRIDGEPORT MOBILE HOME PARK","GROSS PROPERTY VENTURES INC","5948 DIXIE HWY, BRIDGEPORT MI 48601","48601","21202 E SADALE ROCK LANE, AURORA, CO 80016","SAGINAW","3032171114","41","05/02/2019","KENNETH GROSS","3032171114","spenrose9@msn.com",43.3656842,-83.8861022
"377","1201787","Issued",2027-10-01,"SAGINAW VILLAS MHC","SAGINAW VILLAS MHP SAGINAW MI LLC","4141 DIXIE HIGHWAY, SAGINAW MI 48601","48601","1630 W. GUADALUPE ROAD, GILBERT, AZ 85233","SAGINAW","9897599433","472","09/17/2020","THOMAS STAPLEY","480-339-0000","licensing@rootsmg.com",43.3939097,-83.9076553
"378","1201912","Issued",2027-10-01,NA,"SAGINAW MHP 1 LLC","5653 DIXIE HIGHWAY, SAGINAW MI 48601","48601","P.O. BOX 622023, OVIEDO, FL 32762","SAGINAW","9898889217","145","02/16/2022","ANDREW KEEL","4079004841","keelexpenses@gmail.com; anna@keelteam.com",43.3764883,-83.8942229
"379","1202063","Issued",2027-10-01,NA,"YES ROBIN GLEN LLC","5720 EAST WASHINGTON ROAD, SAGINAW MI 48601","48601","5050 S SYRACUSE ST., STE. 1200, DENVER, CO 80237","SAGINAW","3034837300","511","10/25/2023","JOSH SONNE","7206407190","legal@yescommunities.com",43.4502051,-83.8421355
"380","1201557","Issued",2027-10-01,"LAKEVIEW ESTATES ON LAWNDALE","YES COMPANIES FRED LLC","4231 LAWNDALE ROAD, SAGINAW MI 48603","48603","5050 S SYRACUSE ST STE 1200, DENVER, CO 80237","SAGINAW","9897919780","189","08/03/2018","JOSHUA SONNE","3034837300","businesslicensing@yescommunities.com",43.4693521,-84.034202
"381","1201602","Issued",2027-10-01,"LAWNDALE ESTATES MOBILE HOME COMMUNITY","YES LAWNDALE LLC","4509 LONGMEADOW BLVD W, SAGINAW MI 48603","48603","5050 S SYRACUSE ST STE 1200, DENVER, CO 80237","SAGINAW","989-799-9680","672","10/19/2018","JOSHUA SONNE","3034837300","businesslicensing@yescommunities.com",43.473577,-84.041332
"382","1202076","Issued",2027-10-01,"SAGINAW VALLEY MHC","YES SAGINAW LLC","6160 DAVID ROAD, SAGINAW MI 48604","48604","5050 S SYRACUSE ST  STE 1200, DENVER, CO 80237","SAGINAW","9897523864","179","02/15/2024","JOSHUA SONNE","3034837300","businesslicensing@yescommunities",NA,NA
"383","1201315","Issued",2027-10-01,NA,"THOMAS CROSSINGS LLC","1723 CRANBERRY LAKE CIRCLE, SAGINAW, MI 48609","48609","PO BOX 185, ST CHARLES, MI 48655","SAGINAW","9898659902","43","08/15/2006","MARTIN J SZEPANSKI","9897811505","ericconstructiondude@yahoo.com",43.3981577,-84.070006
"384","1201449","Issued",2027-10-01,NA,"EDGEWOOD MHC LLC","1490 SOUTH GRAHAM ROAD, SAGINAW MI 48609","48609","4893 ROCHESTER ROAD, STE. D, TROY, MI 48085","SAGINAW","9897810770","197","01/10/2017","WILLIAM CONNELL","2486010202","wtconnell@comcast.net",43.4002836,-84.1310862
"385","1201555","Issued",2027-10-01,NA,"KRIS KAY MHC LLC","1800 S GRAHAM ROAD, SAGINAW MI 48609","48609","4893 ROCHESTER ROAD, STE. D, TROY, MI 48085","SAGINAW","9897812720","302","07/27/2018","WILLIAM CONNELL","2486010202","wtconnell@comcast.net",43.3975982,-84.1311647
"386","1200763","Issued",2027-10-01,"NORTHERN COUNTRY ESTATES","NORTHERN COUNTRY ESTATES LLC","1030 M-76, ALGER, MI 48610","48610","PO BOX 118, ALGER, MI 48610","ARENAC","9893872206","40","08/24/1979","CURTIS H BROWN","9893872206",NA,44.1107732,-84.1105788
"387","1200872","Issued",2027-10-01,"LAKEFRONT ESTATES","LAKEVIEW VILLAGE MHC LLC","385 W BROWN STREET, BEAVERTON, MI 48612","48612","12900 HALL RD STE 322, STERLING HEIGHTS,, MI 48322","GLADWIN","No Phone","68","10/12/1979","STACY O BUSS","5863545044","stacybuss@thebussgroup.com",43.8820219,-84.5011891
"388","1200954","Issued",2027-10-01,NA,"PLEASANT BEACH MOBILE HOME RESORT LLC","4991 WIXOM ROAD, BEAVERTON, MI 48612","48612","4991 WIXOM DR, BEAVERTON, MI 48612","GLADWIN","5864055123","68","04/08/1980","DAVID LOUIS CLARKSON","5864055123",NA,NA,NA
"389","1201855","Issued",2027-10-01,NA,"CB BRECKENRIDGE LLC","452 ELM ST, BRECKENRIDGE MI 48615","48615","129 FRONT ST  STE 200, TRAVERSE CITY, MI 49684","GRATIOT","2317358673","46","07/20/2021","TURNER BOOTH","4433792525","TBOOTH@COCHRANBOOTH.COM",43.4146951,-84.4879424
"390","1200287","Issued",2027-10-01,NA,"STODDARD MOBILE COURT & SALES, INC","16940 SOUTH OAKLEY ROAD, CHESANING, MI 48616","48616","16940 SOUTH OAKLEY RD, CHESANING, MI 48616","SAGINAW","9898452183","125","03/20/1979","RANDALL D STODDARD","9898452183","randy@stoddardhomes.com",43.1576168,-84.1685943
"391","1201422","Issued",2027-10-01,NA,"PLEASANT VALLEY ESTATES LLC","600 W 5TH STREET, CLARE MI 48617","48617","PO BOX 1526, NOVI, MI 48376","CLARE","9893869417","57","08/18/2016","JOSEPH DEWHIRST","2484445020","pleasantvalleyest@gmail.com",43.8197025,-84.7728926
"392","1201663","Issued",2027-10-01,NA,"RIDGEVIEW MHC LLC","705 E 5TH STREET, CLARE MI 48617","48617","PO BOX 1526, NOVI, MI 48376","CLARE","9893869417","25","06/17/2019","DAVID LUNDGREN","3134341701","pleasantvalleyest@gmail.com",43.8158506,-84.7567759
"393","1201883","Issued",2027-10-01,NA,"SOUTHGATE MV LLC","330 S THIRD STREET, COLEMAN MI 48618","48618","4370 CHICAGO DRIVE SW, #516, GRANDVILLE, MI 49418","MIDLAND","6163799254","58","11/01/2021","NATHAN MOUW","6163799254","JUJIPROPERTIES@GMAIL.COM",NA,NA
"394","1201681","Issued",2027-10-01,NA,"MEADOWS OF FARWELL MHC LLC","551 GRACE STREET, FARWELL MI 48622","48622","PO BOX 1526, NOVI, MI 48376","CLARE","9893869417","66","08/08/2019","JOSEPH DEWHIRST","3134341701","pleasantvalleyest@gmail.com",43.8386239,-84.8595109
"395","1201152","Issued",2027-10-01,NA,"FALCONVIEW ESTATES LLC","9645 MEADOWLARK CR, FREELAND, MI 48623","48623","9645 MEADOWLARK CR, FREELAND, MI 48623","SAGINAW","No Phone","179","01/11/1995","DAVID REID","9896956600","falconviewestates@yahoo.com",NA,NA
"396","1202021","Issued",2027-10-01,"FREELAND","CC FREELAND PROPERTY LLC","10340 MIDLAND ROAD, FREELAND MI 48623","48623","29200 NORTHWESTERN HWY., STE. 300, SOUTHFIELD, MI 48034","SAGINAW","9896959730","120","04/27/2023","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com",NA,NA
"397","1200847","Issued",2027-10-01,NA,"THE GREENBRIAR GROUP LLC","1305 NORTH SPRING ST LOT 69, GLADWIN, MI 48624","48624","31150 NORTHWESTERN HWY STE 100, FARMINGTON HILLS, MI 48334","GLADWIN","No Phone","113","10/11/1979","MARK G ZARTARIAN","9894266770","MARK@FREEDMANGOLDBERG.COM",NA,NA
"398","1200870","Issued",2027-10-01,"LAKESHORE VILLAGE MOBILE HOME PARK","BENTLEY-RIVARD CO","4061 LAKE SHORE DRIVE, GLADWIN, MI 48624","48624","4061 LAKESHORE DR, GLADWIN, MI 48624","GLADWIN","8106874026","47","10/12/1979","CURTIS RIVARD","8102664846",NA,NA,NA
"399","1200966","Issued",2027-10-01,"KEY MOBILE HOME COURT","KEY MOBILE HOME COURT LLC","221 LAKEVIEW DR, GLADWIN, MI 48624","48624","5820 HEMPSTEAD RD, OXFORD, MI 48371","GLADWIN","9894269297","32","07/01/1980","JOHN CALIN","5862141169","calinz1@aol.com",43.9859113,-84.3537256
"400","1201679","Issued",2027-10-01,"GLADWIN VILLAGE MOBILE HOME PARK","THORNE PROPERTIES INC","805 N BOWERY, GLADWIN MI 48624","48624","213 W CEDAR AVE, GLADWIN, MI 48624","GLADWIN","5869253723","10","08/06/2019","ALAN THORNE JR","5869253723",NA,43.9869827,-84.490462
"401","1202050","Issued",2027-10-01,NA,"SECORD LAKE MHC LLC","2577 LAKE SHORE DR, GLADWIN MI 48624","48624","4903 PRAIRIE SUNSET DR, MIDDLEVILLE, MI 49323","Gladwin","2699081429","37","09/21/2023","KENNETH RILEY","2699081429","RILEKENNY@GMAIL.COM",NA,NA
"402","1200899","Issued",2027-10-01,"HARRISON ESTATES","GEORGE BERGEVIN","2600 MOSTETLER ROAD, HARRISON, MI 48625","48625","1613 LOEBRICH DR, GLADWIN, MI 48624","CLARE","9893454511","50","10/11/1979","GEORGE BERGEVIN","9893454511",NA,44.009547,-84.79618
"403","1201833","Issued",2027-10-01,"HARRISON MOBILE HOME PARK","FRED KRYMIS","1820 HAMPTON ROAD, HARRISON MI 48625","48625","6088 W Q AVE, KALAMAZOO, MI 49009","CLARE","9895393128","6","04/20/2021","FRED KRYMIS","2692679564","krymis@gmail.com",44.0339803,-84.8119111
"404","1200863","Issued",2027-10-01,NA,"PLEASANT VALLEY S&W LLC","16105 DOYLE RD, HEMLOCK MI 48626","48626","129 S GRANGER ST, SAGINAW, MI 48602","SAGINAW","3035175454","159","10/12/1979","WILLIAM WALLACE","7202171751","WILLIAMWALLACE21@ICLOUD.COM",43.4069796,-84.2364171
"405","1200832","Expired",2024-10-01,"HIGGINS LAKE HIDE-A-WAY MOBILE HOME PARK","EDWARDINE ELLIXSON","6059 WEST HIGGINS LAKE DRIVE, HIGGINS LAKE, MI 48627","48627","5609 E 34 RD, CADILLAC, MI 49601","ROSCOMMON","No Phone","25","09/21/1979","EDWARDINE ELLIXSON","9898216923",NA,44.4862367,-84.7790578
"406","1201473","Issued",2027-10-01,NA,"PARK 24 INC","109 PRUDENCE STREET, HIGGINS LAKE MI 48627","48627","13228 N LINDEN RD, CLIO, MI 48420","ROSCOMMON","810-730-6876","24","04/18/2017","JENNIFER LINCE","8100-730-6876","JLINCE6180@GMAIL.COM",NA,NA
"407","1201694","Issued",2027-10-01,NA,"HOUGHTON LAKE MOUNDS LLC","130 MOUNDS TRAIL, HOUGHTON LAKE MI 48629","48629","4567 BAYLISS AVE, WARREN, MI 48091","ROSCOMMON","5862224453","24","08/28/2019","ROBERT THORNTON JR","5862224453","houghtonlakemounds@gmail.com",NA,NA
"408","1201917","Issued",2027-10-01,NA,"WHISPERING OAKS MHP LLC","3517 W HOUGHTON LAKE DRIVE, HOUGHTON LAKE MI 48629","48629","4370 CHICAGO DRIVE SW #516, GRANDVILLE, MI 49418","ROSCOMMON","6163799254","26","02/25/2022","NATHAN MOUW","6163799254","jujiproperties@gmail.com",44.32818,-84.7735701
"409","1201993","Issued",2027-10-01,"NORTH SHORE MHP","RYMBER LLC","8632 E. HOUGHTON LAKE DRIVE, HOUGHTON LAKE MI 48629","48629","P.O. BOX 919, ELK RAPIDS, MI 49629","ROSCOMMON","8054598959","30","11/21/2022","MICHELE HOUSEMAN","8054590824","northshoremhp@yahoo.com",NA,NA
